item_name,serving_size,calories_(kcal),protein_(g),total_fat_(g),carbohydrates_(g),sugar_(g),fiber_(g),sodium_(mg),cholesterol_(mg),pakistani,meal_type
WHEAT FLOUR,100.0 g,344.0,11.5,1.2,70.6,3.4,2.5,1.0,0.0,True,Unknown
MAIDA ALL PURPOSE FLOUR,30.0 g,383.0,10.0,3.33,76.7,0.0,3.3,23.0,0.0,True,Unknown
"KARACHI'S FRUIT BISCUITS, KARACHI'S FRUIT",64.0 g,500.0,6.25,23.4,65.6,18.8,4.7,78.0,0.0,True,Snack
BARLEY,113.0 g,106.0,1.77,0.0,23.9,1.77,0.9,0.0,0.0,True,Unknown
BARLEY,56.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Unknown
BARLEY,48.0 g,354.0,10.4,1.04,77.1,0.0,14.6,0.0,0.0,True,Unknown
"BARLEY & MUSHROOM SOUP, BARLEY & MUSHROOM",213.0 g,38.0,0.94,0.23,7.98,0.47,1.9,33.0,0.0,True,Lunch
"BARLEY & MUSHROOM SOUP, BARLEY & MUSHROOM",213.0 g,38.0,0.94,0.23,7.98,0.47,1.9,235.0,0.0,True,Lunch
"BARLEY & MUSHROOM SOUP, BARLEY; MUSHROOM",312.0 GRM,35.0,0.96,0.32,8.01,0.64,1.6,234.0,0.0,True,Lunch
"BARLEY & VEGETABLE SOUP, BARLEY & VEGETABLE",36.0 g,306.0,8.33,0.0,72.2,5.56,13.9,2360.0,0.0,True,Lunch
"BARLEY GRASS JUICE POWDER, BARLEY",5.0 g,400.0,40.0,0.0,40.0,20.0,0.0,1200.0,0.0,True,Unknown
"BARLEY WINE SALAMI, BARLEY WINE",28.0 g,500.0,25.0,39.3,0.0,0.0,0.0,1860.0,125.0,True,Unknown
"BEEF BARLEY SOUP, BEEF BARLEY",224.0 g,54.0,3.57,1.79,0.0,1.34,1.3,228.0,0.0,True,Lunch
"BEEF BARLEY SOUP, BEEF BARLEY",454.0 g,53.0,3.52,1.76,5.95,1.1,1.3,229.0,7710.0,True,Lunch
"MUSHROOM & BARLEY SOUP, MUSHROOM & BARLEY",227.0 g,57.0,2.11,2.07,8.11,1.06,2.2,114.0,0.0,True,Lunch
"MUSHROOM BARLEY SOUP, MUSHROOM BARLEY",227.0 g,35.0,1.32,0.88,6.61,1.32,1.3,256.0,0.0,True,Lunch
"WHEAT & BARLEY CEREAL, WHEAT & BARLEY",58.0 g,345.0,10.3,1.72,81.0,8.62,12.1,483.0,0.0,True,Breakfast
BARLEY CEBADA,33.0 g,303.0,9.09,0.0,72.7,0.0,15.2,0.0,0.0,True,Unknown
BARLEY FINE,33.0 g,515.0,15.2,3.03,112.0,0.0,15.2,0.0,0.0,True,Unknown
BARLEY FLAKES,28.0 g,29.0,10.7,1.79,64.3,0.0,10.7,0.0,0.0,True,Unknown
BARLEY FLOUR,30.0 GRM,367.0,10.0,0.0,76.7,0.0,16.7,10.0,0.0,True,Unknown
BARLEY FLOUR,30.0 GRM,367.0,10.0,1.67,80.0,0.0,10.0,0.0,0.0,True,Unknown
BARLEY FLOUR,33.0 g,394.0,9.09,1.52,81.8,0.0,9.1,0.0,0.0,True,Unknown
BARLEY PEARL,36.0 g,278.0,11.1,0.0,72.2,0.0,13.9,0.0,0.0,True,Unknown
BARLEY RISOTTO,153.0 g,137.0,3.27,3.92,20.9,1.96,3.3,242.0,3.0,True,Unknown
BARLEY SOUP,252.0 g,48.0,1.19,1.79,7.14,1.19,1.6,302.0,4.0,True,Lunch
BARLEY TEA,340.0 ml,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,True,Unknown
BLACK BARLEY,45.0 g,378.0,15.6,3.33,73.3,0.0,17.8,0.0,0.0,True,Unknown
FINE BARLEY,45.0 g,356.0,8.89,0.0,77.8,2.22,4.4,0.0,0.0,True,Unknown
HULLED BARLEY,46.0 g,352.0,13.0,2.17,73.9,0.0,17.4,12.0,0.0,True,Unknown
MEDIUM BARLEY,45.0 g,356.0,8.89,0.0,77.8,2.22,4.4,0.0,0.0,True,Unknown
ORGANIC BARLEY,45.0 g,378.0,11.1,1.11,82.2,0.0,11.1,0.0,0.0,True,Unknown
PEARL BARLEY,50.0 g,360.0,10.0,1.0,78.0,0.0,16.0,0.0,0.0,True,Unknown
PEARL BARLEY,55.0 g,345.0,9.09,0.91,78.2,0.0,16.4,0.0,0.0,True,Unknown
PEARL BARLEY,35.0 g,343.0,11.4,2.86,77.1,0.0,5.7,0.0,0.0,True,Unknown
PEARL BARLEY,54.0 GRM,370.0,9.26,0.93,81.5,1.85,11.1,0.0,0.0,True,Unknown
PEARL BARLEY,33.0 g,303.0,9.09,0.0,72.7,0.0,15.2,0.0,0.0,True,Unknown
PEARL BARLEY,50.0 g,340.0,8.0,2.0,66.0,0.0,10.0,0.0,0.0,True,Unknown
PEARL BARLEY,35.0 g,343.0,8.57,0.0,77.1,0.0,14.3,0.0,0.0,True,Unknown
SEMOLINA,46.0 g,376.0,10.9,2.17,78.3,0.0,2.2,22.0,0.0,True,Unknown
SEMOLINA,42.0 g,310.0,9.52,0.0,64.3,0.0,2.4,0.0,0.0,True,Unknown
"CHEESE SEMOLINA LOAF, CHEESE SEMOLINA",57.0 GRM,263.0,10.5,4.39,42.1,0.0,1.8,614.0,9.0,True,Breakfast
"SESAME SEMOLINA BREAD, SESAME SEMOLINA",66.0 g,227.0,10.6,0.76,45.4,0.0,3.0,500.0,0.0,True,Breakfast
"SESAME SEMOLINA LOAF, SESAME SEMOLINA",57.0 g,281.0,10.5,1.75,52.6,0.0,3.5,667.0,0.0,True,Unknown
"SEMOLINA, RIGATONI",57.0 g,368.0,12.3,1.75,73.7,1.75,3.5,0.0,0.0,True,Unknown
FINE SEMOLINA,100.0 g,1500.0,11.0,1.1,73.1,0.0,0.0,0.0,0.0,True,Unknown
SEMOLINA FLOUR,45.0 GRM,356.0,13.3,2.22,73.3,0.0,2.2,0.0,0.0,True,Unknown
SEMOLINA FLOUR,42.0 g,357.0,11.9,1.19,73.8,2.38,4.8,0.0,0.0,True,Unknown
"DURUM WHEAT SEMOLINA, DURUM WHEAT SEMOLINA",56.0 g,357.0,10.7,1.79,75.0,1.79,3.6,0.0,0.0,True,Unknown
"ITALIAN SEMOLINA ARTISAN BREAD, ITALIAN SEMOLINA",56.0 g,232.0,7.14,1.79,46.4,3.57,0.0,571.0,9.0,True,Breakfast
"SESAME SEMOLINA SLICED LOAF, SESAME SEMOLINA",56.0 GRM,304.0,10.7,8.93,46.4,0.0,1.8,607.0,0.0,True,Unknown
"SEMOLINA BATARD GOURMET ARTISAN BREADS, SEMOLINA BATARD",57.0 g,246.0,8.77,0.88,52.6,1.75,1.8,579.0,0.0,True,Breakfast
"THREE CHEESE SEMOLINA LOAF, THREE CHEESE SEMOLINA",57.0 g,246.0,10.5,3.51,40.4,0.0,1.8,491.0,9.0,True,Breakfast
"SEMOLINA, COCHIGLIE PASTINA",57.0 g,368.0,12.3,1.75,73.7,1.75,3.5,0.0,0.0,True,Unknown
100% ITALIAN SEMOLINA,100.0 g,270.0,8.0,1.0,59.0,1.0,3.0,0.0,0.0,True,Unknown
100% SEMOLINA SHELLS,56.0 g,357.0,12.5,0.89,73.2,0.0,3.6,0.0,0.0,True,Unknown
ASSORTED SEMOLINA COOKIES,32.0 g,431.0,3.12,28.1,64.1,28.1,3.1,0.0,62.0,True,Unhealthy
DURUM SEMOLINA PASTA,56.0 g,354.0,13.9,0.89,71.4,2.14,3.4,0.0,0.0,True,Lunch
DURUM SEMOLINA ROMBI,57.0 g,351.0,12.3,1.75,71.9,3.51,3.5,0.0,0.0,True,Unknown
"LASAGNA SEMOLINA, LASAGNA",54.0 GRM,370.0,13.0,1.85,75.9,3.7,3.7,0.0,0.0,True,Dinner
"MACARONI PRODUCT, SEMOLINA",56.0 g,357.0,12.5,0.89,73.2,3.57,1.8,45.0,0.0,True,Unknown
PLAIN SEMOLINA FETTUCCINE,57.0 GRM,351.0,12.3,0.0,56.1,0.0,3.5,26.0,0.0,True,Unknown
SEMOLINA GEMELLI PASTA,100.0 g,180.0,7.0,1.0,36.0,2.0,2.0,0.0,0.0,True,Lunch
SEMOLINA PANELLA BREAD ,28.0 GRM,250.0,10.7,0.0,53.6,0.0,3.6,589.0,0.0,True,Breakfast
"SEMOLINA PASTA, CAPELLINI",56.0 GRM,357.0,10.7,1.79,71.4,3.57,3.6,27.0,0.0,True,Lunch
SESAME SEMOLINA BAGUETE,56.0 g,214.0,7.14,0.0,42.9,0.0,1.8,464.0,0.0,True,Unknown
SESAME SEMOLINA BREAD,57.0 g,281.0,7.02,6.14,49.1,1.75,1.8,614.0,0.0,True,Breakfast
"100% PURE ENRICHED DURUM WHEAT PASTA,SEMOLINA, SEMOLINA",56.0 GRM,339.0,12.5,0.89,73.2,1.79,3.6,0.0,0.0,True,Lunch
"ITALIAN SEMOLINA SOURDOUGH ARTISAN BREAD, ITALIAN SEMOLINA SOURDOUGH",56.0 g,339.0,10.7,2.68,62.5,3.57,1.8,821.0,0.0,True,Breakfast
"SESAME SEMOLINA ORGANIC TAKE & BAKE LOAF, SESAME SEMOLINA",50.0 GRM,260.0,10.0,4.0,50.0,2.0,2.0,480.0,0.0,True,Unknown
"DELICIOUS SEMOLINA BRICK OVEN BAKED BREAD, DELICIOUS SEMOLINA BRICK",57.0 g,168.0,8.77,0.0,38.6,0.0,5.3,439.0,0.0,True,Breakfast
"DURUM WHEAT SEMOLINA, ENRICHED MACARONI, DURUM WHEAT SEMOLINA PASTA",56.0 g,357.0,14.3,1.79,73.2,3.57,3.6,0.0,0.0,True,Lunch
"SEEDED SEMOLINA PANE ITALIANO SLICED ROUND BREAD, SEEDED SEMOLINA",57.0 g,263.0,8.77,3.51,47.4,3.51,1.8,702.0,0.0,True,Breakfast
"CONCHIGLIE, SEMOLINA ARTISANAL PASTA",57.0 g,368.0,12.3,1.75,73.7,1.75,3.5,0.0,0.0,True,Lunch
EP SEMOLINA BTRD 16OZ,57.0 g,246.0,8.77,0.88,52.6,0.0,1.8,579.0,0.0,True,Unknown
Sperry Organic Semolina Flour,30.0 GRM,347.0,11.8,1.0,72.8,1.0,3.9,1.0,0.0,True,Unknown
100% DURUM SEMOLINA CHIOCCIOLE,57.0 GRM,351.0,12.3,1.75,71.9,3.51,3.5,0.0,0.0,True,Unknown
100% DURUM WHEAT SEMOLINA,56.0 GRM,357.0,10.7,1.79,73.2,3.57,3.6,0.0,0.0,True,Unknown
100% DURUM WHEAT SEMOLINA,56.0 g,357.0,10.7,1.79,73.2,3.57,3.6,0.0,0.0,True,Unknown
100% DURUM WHEAT SEMOLINA,56.0 g,380.0,10.7,1.79,78.6,3.57,3.6,0.0,0.0,True,Unknown
CORN FLOUR,29.0 GRM,379.0,10.3,5.17,75.9,0.0,6.9,34.0,0.0,True,Unknown
LENTILS,35.0 g,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,56.70000076293945 GRM,205.0,14.1,0.0,35.3,3.53,14.1,0.0,0.0,True,Unknown
LENTILS,35.0 g,229.0,28.6,0.0,57.1,5.71,31.4,0.0,0.0,True,Unknown
LENTILS,32.0 g,219.0,25.0,0.0,59.4,0.0,28.1,16.0,0.0,True,Unknown
LENTILS,40.0 g,175.0,0.0,0.0,47.5,0.0,22.5,0.0,0.0,True,Unknown
LENTILS,35.0 g,343.0,25.7,0.0,62.9,2.86,11.4,0.0,0.0,True,Unknown
LENTILS,130.0 g,69.0,4.62,0.0,12.3,0.77,2.3,88.0,0.0,True,Unknown
LENTILS,48.0 g,292.0,22.9,2.08,62.5,0.0,20.8,10.0,0.0,True,Unknown
LENTILS,50.0 g,360.0,26.0,1.0,60.0,2.0,30.0,0.0,0.0,True,Unknown
LENTILS,28.0 g,250.0,25.0,0.0,64.3,0.0,0.0,18.0,0.0,True,Unknown
LENTILS,50.0 g,360.0,24.0,1.0,64.0,2.0,10.0,0.0,0.0,True,Unknown
LENTILS,45.0 g,356.0,24.4,0.0,64.4,2.22,11.1,0.0,0.0,True,Unknown
LENTILS,32.0 g,0.0,25.0,0.0,59.4,0.0,28.1,16.0,0.0,True,Unknown
LENTILS,35.0 GRM,286.0,22.9,1.43,65.7,0.0,20.0,29.0,0.0,True,Unknown
LENTILS,35.0 g,343.0,28.6,0.0,57.1,5.71,31.4,0.0,0.0,True,Unknown
LENTILS,123.0 g,65.0,4.07,0.0,11.4,0.0,4.1,233.0,0.0,True,Unknown
LENTILS,35.0 GRM,343.0,25.7,0.0,62.9,2.86,11.4,0.0,0.0,True,Unknown
LENTILS,122.0 g,66.0,4.92,0.0,13.1,0.0,3.3,254.0,0.0,True,Unknown
LENTILS,130.0 g,77.0,5.38,0.0,14.6,0.77,2.3,100.0,0.0,True,Unknown
LENTILS,35.0 g,371.0,22.9,1.43,62.9,0.0,31.4,57.0,14.0,True,Unknown
LENTILS,35.0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Unknown
LENTILS,130.0 g,111.0,6.15,0.77,20.8,0.0,6.2,290.0,0.0,True,Unknown
LENTILS,130.0 g,62.0,3.85,0.0,10.8,0.0,1.5,162.0,0.0,True,Unknown
LENTILS,47.0 g,213.0,25.5,0.0,59.6,0.0,27.7,11.0,0.0,True,Unknown
LENTILS,49.0 GRM,224.0,22.4,2.04,63.3,0.0,34.7,20.0,0.0,True,Unknown
LENTILS,40.0 g,175.0,20.0,0.0,47.5,0.0,22.5,0.0,0.0,True,Unknown
CHANA DAL,50.0 g,380.0,22.0,6.0,60.0,12.0,18.0,50.0,0.0,True,Lunch
CHANA DAL MASALA,5.0 g,360.0,40.0,20.0,40.0,0.0,0.0,7820.0,0.0,True,Lunch
"BOMBAY KITCHEN, CHANA DAL",28.299999237060547 g,488.0,21.2,24.7,49.5,0.0,3.5,802.0,0.0,True,Lunch
CHANA DAL SPLIT CHICK PEAS,45.0 g,356.0,20.0,6.67,60.0,11.1,17.8,22.0,0.0,True,Lunch
"YELLOW SPLIT PEAS, CHANA DAL",50.0 g,360.0,22.0,2.0,64.0,2.0,32.0,0.0,0.0,True,Lunch
 ORGANIC BENGAL GRAM SPLIT CHANA DAL,100.0 GRM,470.0,20.0,0.0,59.0,0.0,8.0,10.0,0.0,True,Lunch
ORGANIC CHANA DAL BENGAL GRAM SPLIT,100.0 MG,384.0,21.0,6.4,60.5,12.0,17.2,50.0,0.0,True,Lunch
"CHANA DAL, FRIED SPLIT CHICKPEA PULSE",35.0 g,457.0,20.0,20.0,51.4,0.0,11.4,457.0,0.0,True,Lunch
"BOB'S RED MILL, CHANA DAL HERITAGE BEANS",51.0 g,373.0,21.6,3.92,60.8,1.96,33.3,0.0,0.0,True,Lunch
"CHANA CHICKPEA MASALA, CHANA CHICKPEA",143.0 g,168.0,5.59,7.69,18.9,4.2,4.2,399.0,0.0,True,Dinner
CHANA MASALA,143.0 g,112.0,3.5,1.75,20.3,1.4,2.8,420.0,0.0,True,Dinner
CHANA MASALA,350.0 g,140.0,3.71,4.57,22.0,3.71,2.3,317.0,3.0,True,Dinner
CHANA MASALA,7.0 g,357.0,14.3,14.3,42.9,0.0,14.3,12100.0,0.0,True,Dinner
CHANA MASALA,283.0 g,106.0,4.24,2.83,17.7,4.59,3.5,57.0,0.0,True,Dinner
CHANA MASALA,140.0 g,71.0,4.29,2.14,12.9,0.0,7.1,293.0,0.0,True,Dinner
CHANA MASALA,233.0 g,116.0,4.72,3.86,20.2,0.86,7.3,155.0,0.0,True,Dinner
KALA CHANA,95.0 g,368.0,16.8,4.21,66.3,1.05,34.7,11.0,0.0,True,Unknown
KALA CHANA,35.0 g,363.0,20.0,5.71,60.0,11.4,17.1,23.0,0.0,True,Unknown
"CHANA MASALA GARBANZO BEANS, CHANA MASALA",130.0 GRM,115.0,5.38,2.69,17.7,3.08,3.8,269.0,0.0,True,Dinner
DAL MAKHANI,150.0 g,120.0,4.67,5.33,13.3,0.0,2.0,540.0,7.0,True,Lunch
DAL MAKHANI,150.0 g,140.0,6.0,6.67,14.0,0.0,0.7,467.0,13.0,True,Lunch
DAL TADKA,150.0 GRM,100.0,4.67,3.33,12.7,0.0,0.3,400.0,3.0,True,Lunch
MASOOR DAL,140.0 g,129.0,7.14,0.0,14.3,0.0,4.3,14.0,0.0,True,Lunch
MOONG DAL,35.0 g,457.0,20.0,20.0,51.4,0.0,5.7,600.0,0.0,True,Lunch
MOONG DAL,10.0 g,460.0,20.0,20.0,50.0,0.0,5.0,590.0,0.0,True,Lunch
MOONG DAL,35.0 g,343.0,22.9,1.43,62.9,5.71,17.1,0.0,0.0,True,Lunch
MUNG DAL,114.0 g,114.0,5.26,4.39,14.0,0.88,1.8,465.0,0.0,True,Lunch
TOOR DAL,47.0 g,340.0,21.3,2.13,61.7,2.13,8.5,43.0,0.0,True,Lunch
URAD DAL,35.0 g,343.0,22.9,1.43,60.0,2.86,28.6,43.0,0.0,True,Lunch
URAD DAL,100.0 g,350.0,24.0,1.5,60.0,3.0,29.0,40.0,0.0,True,Lunch
CHANA MATAR CHOLE,130.0 g,108.0,4.62,2.69,16.9,3.85,4.6,315.0,0.0,True,Unknown
KABULI CHANA CHICKPEAS,49.0 g,367.0,22.4,6.12,59.2,4.08,10.2,61.0,0.0,True,Unknown
ORGANIC CHANA MASALA,150.0 g,253.0,9.33,8.67,34.7,0.0,12.0,393.0,0.0,True,Dinner
"CHANA MASALA AND DAHL SIMMER SAUCE, CHANA MASALA AND DAHL",125.0 g,56.0,1.6,2.8,8.0,2.4,1.6,440.0,0.0,True,Dinner
ORGANIC URAD DAL,100.0 GRM,305.0,21.3,3.89,51.0,0.0,2.7,32.0,0.0,True,Lunch
DAL VADA MIX,50.0 g,338.0,22.0,2.0,58.0,0.0,8.0,1980.0,0.0,True,Lunch
"INDIANLIFE, DAL MIX",28.0 g,357.0,17.9,10.7,46.4,3.57,10.7,304.0,0.0,True,Lunch
LENTILS MASOOR DAL,45.0 g,356.0,24.4,0.0,64.4,2.22,11.1,0.0,0.0,True,Lunch
LENTILS MASSOR DAL,45.0 g,356.0,24.4,0.0,64.4,2.22,11.1,0.0,0.0,True,Lunch
"LENTILS, MASOOR DAL",45.0 g,356.0,24.4,0.0,64.4,2.22,11.1,0.0,0.0,True,Lunch
"CHANA MASALA CHICKPEAS WITH ONION AND TOMATO IN A SPICY SAUCE, CHANA MASALA",225.0 g,107.0,4.0,4.0,14.7,2.67,4.0,182.0,0.0,True,Dinner
"PATAK'S, MEDIUM CHICKPEA CURRY WITH RICE, CHANA MASALA, CHANA MASALA",283.0 g,110.0,3.53,1.77,19.8,3.89,2.8,173.0,0.0,True,Lunch
CHANA MASALA MEAL TIME,150.0 GRM,113.0,4.67,4.33,14.7,2.67,3.3,407.0,0.0,True,Dinner
CHICKPEAS & RICE: CHANA MASALA,71.0 g,380.0,12.7,6.34,67.6,2.82,5.6,1040.0,0.0,True,Lunch
KALA CHANA BENGAL GRAM,1.0 g,43200.0,1960.0,1310.0,6180.0,1080.0,1770.0,60600.0,0.0,True,Unknown
"MILD CHANA MASALA, MILD",150.0 g,253.0,9.33,8.67,34.7,3.2,12.0,393.0,0.0,True,Dinner
"CHANA MASALA CHICKPEAS IN A SAUCE OF TOMATOES, ONION, GARLIC & SPICES, CHANA MASALA",140.0 GRM,86.0,3.57,2.14,13.6,3.57,2.1,293.0,0.0,True,Dinner
DAL PALAK WITH ZEERA RICE,350.0 g,133.0,4.57,2.0,24.3,0.29,2.9,243.0,0.0,True,Lunch
DAL TADKA LENTIL CURRY,100.0 g,126.0,6.2,4.2,15.9,0.0,3.4,416.0,0.0,True,Lunch
"MILD DAL MAKHANI, MILD",150.0 g,107.0,4.67,4.0,13.3,4.67,6.7,467.0,0.0,True,Lunch
"YELLOW MOONG DAL, YELLOW",35.0 GRM,343.0,25.7,0.0,57.1,2.86,14.3,0.0,0.0,True,Lunch
YELLOW SPLIT MOONG DAL,51.0 g,353.0,25.5,0.98,60.8,1.96,9.8,29.0,0.0,True,Lunch
"MOONG DAL, SPLIT MOONG BEANS (WITHOUT SKIN)",112.0 g,339.0,25.0,1.34,58.0,0.89,27.7,9.0,0.0,True,Lunch
MOONG DAL SPLIT MUNG BEANS,50.0 g,340.0,24.0,2.0,62.0,6.0,16.0,20.0,0.0,True,Lunch
"DIYA, WHOLE MOONG",100.0 g,350.0,24.0,1.0,63.0,7.0,16.0,15.0,0.0,True,Unknown
MOONG WHOLE GREEN MUNG BEANS,45.0 g,356.0,24.4,0.0,62.2,6.67,15.6,11.0,0.0,True,Unknown
ORGANIC GREEN GRAM WHOLE MOONG,100.0 GRM,350.0,24.0,1.0,63.0,7.0,16.0,15.0,0.0,True,Unknown
"KITCHENS OF INDIA, DAL BUKHARA BLACK GRAM LENTILS CURRY, DAL BUKHARA",125.0 g,120.0,4.8,4.8,15.2,0.0,0.8,592.0,4.0,True,Lunch
"DAL MAKHANI, AROMATIC LENTILS & BEANS",71.0 g,127.0,7.04,2.82,19.7,2.82,2.8,423.0,7.0,True,Lunch
MASOOR DAL SPLIT RED LENTILS,39.0 g,333.0,25.6,2.56,59.0,0.0,10.3,0.0,0.0,True,Lunch
"RED LENTILS, LAL MASSOR DAL",45.0 g,356.0,24.4,2.22,62.2,0.0,11.1,0.0,0.0,True,Lunch
"RED MASOOR DAL, RED MASOOR",35.0 GRM,0.0,20.0,0.0,62.9,0.0,11.4,0.0,0.0,True,Lunch
TOOR DAL (SPLIT PIGEON PEAS),35.0 g,343.0,22.9,1.43,62.9,2.86,17.1,86.0,0.0,True,Lunch
TOOR DAL SPLIT PIGEON PEAS,48.0 g,333.0,20.8,2.08,62.5,0.0,14.6,21.0,0.0,True,Lunch
"INDIAN SPINACH DAL COOKED WITH YELLOW LENTILS IN A LIGHTLY SPICED SAUCE, INDIAN SPINACH DAL",140.0 GRM,86.0,3.57,3.57,10.0,1.43,2.9,329.0,0.0,True,Lunch
"BOMBAY DAL PALAK WITH LEMON RICE, MEDIUM",227.0 g,106.0,3.08,2.2,17.6,0.88,1.3,216.0,0.0,True,Lunch
ORGANIC MILD INDIAN COCONUT SQUASH DAL,140.0 GRM,129.0,4.29,5.0,17.1,0.71,4.3,264.0,0.0,True,Lunch
BLACK LENTIL AND KIDNEY BEAN DAL MAKHANI,143.0 GRM,133.0,4.2,7.69,11.2,1.4,4.2,476.0,3.0,True,Lunch
"GREEN SPLIT PEAS, GREEN MATAR DAL",49.0 g,347.0,22.4,2.04,65.3,2.04,34.7,0.0,0.0,True,Lunch
INDIAN DAL (LENTIL SOUP) SPICE MIX,3.0 g,333.0,33.3,0.0,33.3,0.0,33.3,333.0,0.0,True,Lunch
"PATAK'S, LENTIL CURRY WITH RICE, DAL MAKHANI",283.0 g,120.0,3.53,2.47,20.8,1.06,3.2,138.0,4.0,True,Lunch
"TURKISH, TRIKONA RED LENTIL MASOOR DAL",45.0 g,333.0,24.4,0.0,60.0,4.44,15.6,33.0,0.0,True,Lunch
ORGANIC MASOOR MALKA PINK LENTIL SPLIT,100.0 GRM,297.0,20.0,1.0,52.0,12.0,16.0,41.0,0.0,True,Unknown
TOOR DAL PLAIN SPLIT PIGEON PEAS,100.0 g,340.0,22.0,1.5,63.0,3.0,15.0,15.0,10.0,True,Lunch
WHOLE URAD GOTA,35.0 g,180.0,11.4,0.0,40.0,0.0,8.6,26.0,0.0,True,Unknown
